ticker,E_score,S_score,G_score,ESG_score,Sectors,Market_Cap,Beta_1Y
SIVB,74.67,2.08,98.43,58.39,Financials,29282980437,1.793753497
PZZA,73.96,79.58,60.13,71.23,Consumer,3311639918,0.906757876
PODD,91.24,86.47,93.87,90.53,Health Care,17133930683,1.535044271
PCRX,50.81,54.03,75.89,60.24,Health Care,3369241311,0.812284589
SIGA,25.73,54.03,55.42,45.06,Health Care,511915135.7,0.830423097
SGEN,70.97,66.44,79.79,72.4,Health Care,24012667629,0.753380009
RCON,4.76,0.46,20.31,8.51,Utilities,24666446.3,0.807264303
SANM,84.19,68.54,88.8,80.51,Information Technology,2603273380,0.992664279
SNDX,26.9,30.98,15.6,24.49,Health Care,945712061.6,0.892342745
SCHL,41.49,69.88,47.11,52.83,Communication Services,1265613656,0.583949999
SONM,16.82,30.98,12.16,19.98,Information Technology,12796767.37,2.030987402
RBCN,57.8,8.59,41.89,36.09,Information Technology,23022995.32,0.077145097
PDD,43.47,70.74,1.52,38.58,Consumer,56467463978,2.093543082
ROCC,13.83,72.67,64.59,50.36,Utilities,1384158056,0.918027548
QURE,36.63,41.13,23.05,33.6,Health Care,735577598.9,1.511422375
PLXS,93.01,79.89,74.32,82.4,Information Technology,2306725200,0.924352628
SEDG,95.74,83.84,37.64,72.41,Information Technology,14140636680,1.572838683
SHBI,25.13,19.58,83.79,42.83,Financials,399241160,0.433302797
QNST,56.59,75.58,59.78,63.98,Communication Services,536260266.1,0.997472066
SAFM,52.99,80.09,99.85,77.64,Consumer,4239825813,0.2053448
PSMT,41.34,91.13,70.67,67.71,Consumer,2505420069,0.768225655
RUTH,33.94,54.03,98.02,62,Consumer,721656378.2,1.411535096
RMNI,82.22,87.72,13.48,61.14,Information Technology,509177559.2,1.485662309
RFIL,60.74,68.54,79.03,69.44,Information Technology,65221290.5,0.856675799
RRR,55.27,83.84,22.75,53.95,Consumer,4864375000,1.487502339
SBGI,69.76,45.24,6.23,40.41,Communication Services,1709443895,0.882204954
SLRX,2.48,30.98,15.86,16.44,Health Care,10652563.36,1.261923853
SFIX,70.82,83.84,67.07,73.91,Consumer,1112768912,1.8119082
SKYW,72.04,81.76,86.88,80.23,Industrials,1465637186,1.362564425
SGH,69.3,8.59,2.53,26.81,Information Technology,1142098695,1.567463426
SONO,71.33,83.84,68.64,74.6,Consumer,2955415454,1.638848866
SIGI,93.41,63.8,85.11,80.78,Financials,5039767598,0.766498358
SMMF,29.89,38.93,97.62,55.48,Financials,348669590,0.790432217
SSBI,19.96,30.98,68.79,39.91,Financials,106956144,0.195709382
RCEL,14.44,54.03,74.16,47.54,Health Care,158278468,1.616083774
RAIL,63.27,72.04,46.15,60.49,Industrials,92317489.6,1.774973421
RGNX,36.02,83.84,18.19,46.01,Health Care,1222507848,1.252372328
SCHN,81.41,91.36,90.68,87.82,Utilities,1229136746,1.381534225
RDFN,68.64,21.99,66.82,52.48,Financials,1287079489,2.004459203
STAB,0.66,86.47,69.81,52.31,Health Care,14095815.51,1.90314313
SPPI,83.59,54.03,70.82,69.48,Health Care,153820847.9,1.536240141
REFR,57.35,42.43,23.1,40.96,Information Technology,57603720.72,0.29609084
SHC,37.18,5.17,35.03,25.79,Health Care,5811894159,1.097015229
STNE,40.58,87.72,2.63,43.64,Information Technology,3084478860,2.513831862
SRCL,97.77,72.9,99.44,90.04,Industrials,4512316606,0.652907823
SANW,16.72,12.01,29.69,19.47,Consumer,52914493.76,0.298422154
SNEX,42.25,63.8,43.41,49.82,Financials,1375042305,0.932587607
SEED,57.5,12.01,58.76,42.76,Consumer,50615483.7,1.202387758
SAFT,77.05,16.13,89.67,60.95,Financials,1270004175,0.262056492
RMR,64.24,2.08,43.92,36.74,Financials,857336849.5,0.82480991
ROCK,88.7,90.55,64.64,81.3,Industrials,1288099181,1.291190179
STRT,89.36,79.08,47.52,71.99,Consumer,138620157.9,0.318789474
SLS,5.72,41.13,22.85,23.24,Health Care,58526542.65,1.35311936
RVNC,80.09,54.03,54,62.71,Health Care,1273617494,0.898388172
RSLS,2.68,30.98,29.08,20.91,Health Care,15199705.62,1.143933951
SYNA,98.63,87.72,38.25,74.86,Information Technology,6178740803,2.130963997
QRTEA,81.28,86.9,30.37,66.19,Consumer,1676168216,1.289263233
SVRA,11.04,86.47,14.79,37.44,Health Care,134567034.8,0.550868388
SLAB,69.25,8.59,55.07,44.3,Information Technology,5155667509,1.469315592
SBNY,42.86,2.08,78.47,41.13,Financials,15679880288,1.656746253
SGLY,3.24,13.88,57.07,24.73,Industrials,133420621.3,1.715046458
STOK,11.04,41.13,6.94,19.71,Health Care,586762099.3,1.319491747
SILC,81.71,19.58,2.08,34.46,Information Technology,228655329.1,0.76937185
SCOR,35.46,54.03,29.89,39.79,Communication Services,183224790.8,1.219661621
SFM,45.49,83.84,19.66,49.66,Consumer,3344507060,0.193759063
SSKN,14.79,41.13,31.71,29.21,Health Care,43751037.96,0.412460475
STBA,36.83,21.99,90.02,49.61,Financials,1125851794,0.744129762
RGP,39.51,54.03,76.39,56.64,Industrials,561457509.8,0.900959729
RCII,55.42,97.16,91.64,81.41,Consumer,1510999968,1.1032714
TAOP,81.36,42.43,7.04,43.61,Information Technology,20012550.45,0.756189545
RSSS,16.46,8.59,45.67,23.57,Information Technology,52037831.04,0.482293459
SP,94.88,91.59,42.91,76.46,Industrials,659469024.9,0.971789393
REG,75.33,2.08,50.3,42.57,Financials,11513653985,0.883515474
SRDX,24.47,54.03,90.73,56.41,Health Care,530920500,1.201794516
STSA,11.04,54.03,5.27,23.45,Health Care,122712244,0.775126032
SPRO,14.39,30.98,39.67,28.34,Health Care,166725795.3,1.164788585
SASR,82.88,38.93,95.49,72.43,Financials,1783031608,0.913648965
SHEN,57.09,43.29,69.1,56.49,Communication Services,934051285.7,0.192040672
SMPL,72.7,19.58,80.5,57.59,Consumer,4044913539,1.082364671
RDI,61.78,54.03,54.38,56.73,Communication Services,115260846.2,0.897304587
SEEL,11.04,19.58,0.25,10.29,Health Care,65286774.95,1.791720519
SAGE,4.96,54.03,20.26,26.42,Health Care,1925556457,1.333216121
SLDB,13.93,22.87,55.62,30.81,Health Care,62046526.85,1.155934398
SWAV,31.91,41.13,29.53,34.19,Health Care,5662688184,1.946156572
SYNH,74.27,94.43,87.99,85.56,Health Care,7416174452,0.995721829
SNFCA,53.5,38.93,43.21,45.21,Financials,178799008.3,0.502936688
SILK,20.16,66.44,26.39,37.66,Health Care,1403768165,1.723222362
ROIC,87.64,93.92,83.23,88.26,Financials,2267953281,0.774944045
SGMA,82.12,8.59,37.84,42.85,Information Technology,40525960.24,1.745123577
SBRA,65.7,19.58,71.94,52.41,Financials,2688313604,0.831887351
STRA,67.22,70.74,89.26,75.74,Consumer,1669811324,0.807112748
SMBC,28.77,54.03,90.32,57.71,Financials,403172553.6,0.470816235
RVSB,22.29,30.98,69.96,41.08,Financials,152575090.6,0.479365655
SCSC,55.37,87.72,80.34,74.48,Information Technology,855686682.6,1.2071824
STCN,91.79,95.57,19.2,68.85,Information Technology,77385881.6,0.871903673
RMTI,20.26,30.98,19.35,23.53,Health Care,30592595.99,1.059992484
SSNC,47.82,54.03,3.75,35.2,Information Technology,16507337417,0.960475687
SPFI,50.3,30.98,66.41,49.23,Financials,428933587.9,0.685228161
TH,49.24,30.98,42.05,40.75,Consumer,710142025.1,0.402658723
TAST,40.17,30.98,71.28,47.48,Consumer,85475393.69,1.575297084
RICK,26.09,0.46,77.3,34.62,Consumer,613219190.5,1.792880528
SREV,64.29,54.03,10.49,42.93,Information Technology,108932864.7,0.626468665
TCBK,50.91,30.98,81.16,54.35,Financials,1300053271,0.738511311
SFNC,40.53,30.98,98.99,56.83,Financials,3112742762,0.814592479
TECH,68.14,5.17,54.46,42.59,Health Care,15030900215,1.224622864
SLGN,84.9,17.65,87.74,63.43,Utilities,4933001354,0.346437508
RDIB,61.78,54.03,54.38,56.73,Communication Services,114605416.1,0.355509084
RXDX,3.09,5.17,15.3,7.85,Health Care,1069439891,1.023069287
SPSC,66.57,54.03,49.34,56.64,Information Technology,4354516363,1.401166933
SATS,67.38,10.56,16.67,31.53,Communication Services,1985059286,0.667145969
SNGX,1.42,5.17,37.01,14.53,Health Care,23452933.69,0.518119405
SAIA,82.07,83.84,69.3,78.4,Industrials,5516451094,1.767994902
STRL,87.79,71.58,70.01,76.46,Industrials,705440623.2,1.21832516
SIMO,71.38,19.58,58.92,49.96,Information Technology,2779205708,1.147650022
REGI,98.94,54.03,79.08,77.35,Utilities,3080869239,0.542793901
SEIC,52.43,54.03,13.98,40.15,Financials,7723932499,0.979735473
SHOO,90.83,93.03,79.33,87.73,Consumer,3403030052,1.196305776
SWBI,71.28,75.58,62.82,69.89,Consumer,645794207.8,1.18915115
SGMO,25.33,30.98,31.97,29.42,Health Care,651191534.4,1.520915013
SSP,85.61,79.23,77.25,80.7,Communication Services,1384500881,0.945097562
SMSI,61.55,19.58,32.37,37.83,Information Technology,174958383.2,1.34854205
STX,69.1,8.59,87.64,55.11,Information Technology,17713885244,1.262260577
SYNL,47.47,81.81,4.66,44.65,Utilities,164700552.8,0.594644302
ROKU,51.32,43.29,20.36,38.32,Communication Services,14022840212,1.962872735
SMBK,30.65,54.03,69.5,51.39,Financials,412871812.1,0.638147744
SCVL,73.86,54.03,21.38,49.76,Consumer,881124817.5,1.522366233
TCDA,12.74,30.98,49.49,31.07,Health Care,497049138.3,0.585960201
SPLK,92.3,95.57,63.78,83.88,Information Technology,19943265455,1.293733748
THFF,32.98,38.93,94.33,55.41,Financials,534254469.8,0.372211731
SBSI,50.66,0.46,99.8,50.3,Financials,1263034012,0.641558534
TIPT,56.03,63.8,25.03,48.29,Financials,423177672.5,1.190332885
STFC,76.49,63.8,28.77,56.36,Financials,11613679733,0.380361577
TENB,70.06,42.43,23.86,45.45,Information Technology,6214654136,1.3875188
TAYD,81.51,72.04,2.79,52.11,Industrials,31827632.2,0.110155682
SLM,52.18,54.03,93.62,66.61,Financials,4557794713,1.180365554
TPIC,94.68,97.8,25.08,72.52,Industrials,432564497.6,1.294088487
SRGA,54.76,83.84,40.37,59.66,Health Care,40541925.31,1.561543716
TRMK,77.46,54.03,43.06,58.18,Financials,1723433512,0.826891178
TRVG,34.35,10.56,1.67,15.53,Communication Services,756788431.3,1.351213454
SIOX,11.04,30.98,13.17,18.4,Health Care,21013422.08,0.437241889
SNPS,96.05,8.59,30.95,45.2,Information Technology,44507328019,1.664760286
SELB,22.95,54.03,63.68,46.88,Health Care,121447532.8,1.79653377
STRM,14.03,75.58,19.4,36.34,Health Care,70714173.6,1.071566335
SPTN,44.78,69.48,90.12,68.13,Consumer,1204770611,0.50336289
SMCI,91.69,75.58,59.37,75.55,Information Technology,2199056326,1.290206004
SAVA,11.04,19.58,5.72,12.12,Health Care,832465795.2,2.077438885
SFST,45.39,16.13,63.07,41.53,Financials,363374930,0.706633465
SWIR,93.77,87.72,90.43,90.64,Information Technology,600897380.2,0.940678992
TTD,41.19,42.43,22.04,35.22,Information Technology,30172495197,2.757370459
SSRM,91.95,81.71,61.55,78.4,Utilities,4446691561,0.251530763
SGMS,41.24,70.74,12.77,41.58,Consumer,11613679733,1.71998282
SHYF,83.64,83.84,69.86,79.11,Industrials,906093980.8,1.266100593
SAL,21.43,19.58,99.7,46.9,Financials,150233711,0.219128177
TCFC,49.59,30.98,89.31,56.63,Financials,214107982.4,0.224934172
SBT,28.27,54.03,95.29,59.19,Financials,343378464.4,0.405783615
SCWX,66.62,83.84,8.05,52.84,Information Technology,944414043,1.047853825
THRM,94.17,91.54,88.3,91.34,Consumer,2280409139,1.216841064
ROLL,82.17,72.04,49.75,67.98,Industrials,4898874304,1.147224341
STXB,29.53,54.03,81.71,55.09,Financials,445997912.9,0.743912198
STGW,41.59,69.88,53.9,55.12,Communication Services,2061957251,1.340059302
TRNS,57.29,19.58,46.81,41.23,Industrials,554544269.3,0.970461642
SPNE,29.48,86.47,59.57,58.51,Health Care,354343014.7,1.17319793
SYPR,81.66,89.26,81.97,84.3,Consumer,46822609.36,1.127893308
TBBK,50.86,54.03,82.52,62.47,Financials,1257410616,1.667735768
TPST,11.04,30.98,53.7,31.91,Health Care,27544680.96,1.653460976
SLNG,52.48,30.98,3.5,28.99,Utilities,84959451.34,0.867518218
TRVN,1.27,54.03,65.96,40.42,Health Care,48596674.06,1.3303174
TITN,38.2,54.03,30.14,40.79,Industrials,542140023.2,1.353403245
SRNE,47.06,30.98,1.22,26.42,Health Care,556968344.4,1.910089539
SNY,98.23,94.43,65.35,86,Health Care,1.34099E+11,0.381579752
SIRI,78.52,43.29,47.77,56.53,Communication Services,23734782525,0.603640798
SWKH,46.25,30.98,13.42,30.22,Financials,249530585.2,0.251066004
STRO,49.14,30.98,28.57,36.23,Health Care,309736079.4,1.216379634
SIBN,23.3,77.91,28.62,43.28,Health Care,688174798.9,1.406330566
TENX,12.74,19.58,12.51,14.94,Health Care,17165908.43,0.594106169
THRY,46.2,10.56,8.87,21.88,Communication Services,912357073.5,1.114716555
TTWO,83.03,96.66,84.8,88.16,Communication Services,14078846578,0.683038582
SGA,62.97,30.98,49.8,47.91,Communication Services,137399513.4,0.448592977
SGRP,33.84,10.56,37.28,27.23,Communication Services,25340680.24,0.78419003
SSTI,20.82,42.43,58,40.42,Information Technology,338508700.2,0.554675574
TTEC,92.05,78.67,65.05,78.59,Information Technology,3472640858,1.390706378
SMTC,95.85,95.57,81.66,91.02,Information Technology,3883541630,1.649263264
SMED,71.83,17.4,66.26,51.83,Health Care,81724789.44,1.040915514
SENEA,53.22,45.36,52.56,50.38,Consumer,442777332.6,0.490737427
ULTA,80.34,54.03,99.29,77.89,Consumer,21180715816,1.322882184
UFCS,80.55,63.8,77.71,74.02,Financials,739510543.4,0.691912775
STIM,17.63,30.98,19.5,22.7,Health Care,67326121.8,1.091802114
SLNH,58.56,68.54,18.34,48.48,Information Technology,122396463.3,2.043555406
SPWH,74.01,54.03,27.3,51.78,Consumer,436605840.8,0.962434724
TCMD,72.64,77.91,24.27,58.27,Health Care,357112791.4,1.38913557
TPTX,16.16,5.17,42.4,21.24,Health Care,1629550909,1.817154257
TSAT,27.71,10.56,19.71,19.33,Communication Services,585213813.7,1.584085673
TROO,3.7,16.13,21.58,13.8,Information Technology,346449173.2,1.720623194
UAL,53.8,98.78,64.39,72.32,Industrials,16398521534,1.654810027
TUEM,44.68,83.84,41.69,56.74,Consumer,80357241.2,1.493640347
SOHO,62.66,63.8,22.34,49.6,Financials,34028459.18,0.863531295
TWOU,79.13,54.03,48.73,60.63,Consumer,806866591.8,1.868938896
SUMR,22.39,43.95,8.36,24.9,Consumer,25521907.32,0.3671514
TLRY,33.79,75.58,18.03,42.47,Health Care,2603015267,1.858824711
SYRS,15.15,30.98,34.5,26.87,Health Care,61176585.24,1.520501646
THTX,21.33,5.17,41.03,22.51,Health Care,232096799.2,0.32533094
STRR,52.89,41.13,10.79,34.94,Health Care,14496845.53,0.889471143
SRPT,37.94,30.98,32.42,33.78,Health Care,6455565919,0.958388628
SIEB,21.58,16.13,36.17,24.63,Financials,68046793.5,0.811785072
SMID,57.75,15.02,43.82,38.86,Utilities,86812322.8,1.198991188
TER,96,95.57,60.49,84.02,Information Technology,17544232678,1.831081153
USEG,48.43,44.91,28.98,40.77,Utilities,97062367.5,0.230276838
TTEK,87.13,13.88,65.7,55.57,Industrials,7539937618,1.159790896
SPNS,89.61,83.84,4.15,59.2,Information Technology,1279710809,1.184550008
SSYS,35.97,75.58,17.88,43.14,Information Technology,1327854514,1.868919137
SGBX,6.64,13.88,57.07,25.86,Industrials,22572921.24,1.025667235
SWKS,86.98,92.15,64.74,81.29,Information Technology,19159629854,1.465571945
UFPI,37.79,44.55,81.1,54.48,Industrials,4853816949,1.110807298
UMBF,44.83,38.93,90.22,58,Financials,4397031169,0.975009548
UONEK,66.69,16.13,12.44,31.75,Communication Services,350396584.2,1.482279525
VALN,47.92,92.2,34.35,58.16,Health Care,1412399430,0.753569156
VCYT,33.28,54.03,80.45,55.92,Health Care,1542463006,2.299424747
TREE,51.62,30.98,73.86,52.15,Financials,1062699653,1.836464142
TWST,26.49,30.98,62.46,39.98,Health Care,1753843313,2.417574075
TUSK,82.52,75.58,71.58,76.56,Utilities,102389421.1,0.629597239
STKL,45.29,70.74,93.52,69.85,Consumer,617226634.5,1.503143843
TSBK,23.56,2.08,89.77,38.47,Financials,218027932.5,0.280208829
SNBR,45.24,89.77,97.42,77.47,Consumer,944193040,1.124266793
SPWR,70.36,83.84,25.43,59.88,Information Technology,2937991012,1.738603041
TMDI,13.88,5.17,41.03,20.03,Health Care,48184125.58,1.10873524
SOHU,45.9,19.58,18.44,27.97,Communication Services,600449474.9,0.762883293
SRRK,14.84,19.58,63.17,32.53,Health Care,269698287.7,1.154270314
STAA,29.38,86.47,53.6,56.48,Health Care,2869579608,2.003687224
TCOM,78.17,79.58,11.85,56.53,Consumer,15196743647,1.485917182
VISL,60.08,8.59,12.26,26.98,Information Technology,36206402.82,1.79104096
UBCP,16.77,38.93,6.89,20.86,Financials,103410270.7,0.139582338
STRS,69.6,54.03,78.27,67.3,Financials,344250681.5,0.570958935
TIGO,95.14,91.24,84.14,90.17,Communication Services,2194252482,0.852019633
TROW,44.33,75.58,92.76,70.89,Financials,28475720428,1.333029173
SPOK,92.15,54.03,70.31,72.16,Communication Services,137264789.3,0.190047582
USLM,48.63,73.45,64.49,62.19,Utilities,634644934.2,0.721987908
TA,71.18,62.51,36.47,56.72,Consumer,583400276.8,1.914413059
UFPT,54.46,54.03,62.21,56.9,Health Care,523633528.8,0.910154886
UMPQ,79.53,54.03,91.49,75.02,Financials,3705796360,1.025826778
SYBT,34.45,0.46,63.98,32.96,Financials,1545166661,0.657879497
TXG,37.74,5.17,37.01,26.64,Health Care,5764284352,1.814404159
TESS,64.34,54.03,26.6,48.32,Information Technology,53003039.4,0.557386333
SUPN,36.22,19.58,21.23,25.68,Health Care,1542417582,0.646008956
VECO,94.48,83.84,56.38,78.23,Information Technology,1173857893,1.396685874
VRA,83.84,83.84,80.4,82.69,Consumer,202448706.7,1.403118787
UPLD,64.99,54.03,4.61,41.21,Information Technology,468875519.7,1.378119629
VALU,18.64,21.99,6.08,15.57,Financials,683500860.1,1.191753188
TVTX,31.56,66.44,53.09,50.36,Health Care,1633835265,0.88337013
TSC,35.41,30.98,70.52,45.63,Financials,1025912091,1.198987401
TRHC,36.78,30.98,31.81,33.19,Health Care,92291318.7,1.09689675
TTGT,31.46,30.98,2.43,21.62,Communication Services,2076679479,1.983664949
STLD,62.82,15.02,89.56,55.8,Utilities,15780145369,1.118611498
TMDX,16.06,66.44,39.51,40.67,Health Care,615506826,2.174518383
TCRR,11.04,41.13,6.84,19.67,Health Care,89042056.95,1.557257111
VRNT,92.55,87.72,82.12,87.46,Information Technology,3498913064,0.620666946
VIVO,35.31,41.13,77.86,51.44,Health Care,1130770470,0.61992949
TIGR,30.9,2.08,0.1,11.03,Financials,652651184.3,1.782999285
SNCR,65.86,83.84,75.53,75.08,Information Technology,117385006,0.913020903
VYGR,16.62,16.13,22.9,18.55,Health Care,301847682.2,0.939947365
USWS,43.92,16.13,33.08,31.05,Utilities,63865101.36,0.176372176
SVA,35.82,41.13,21.48,32.81,Health Care,11613679733,
TXMD,22.49,54.03,26.29,34.27,Health Care,80400871.37,1.797438346
UPST,40.12,2.08,73.76,38.65,Financials,7077112104,2.9163009
VIAV,96.56,95.57,45.04,79.05,Information Technology,3346678732,1.054594275
TRS,90.63,99.8,65.4,85.28,Utilities,1221733119,0.982160542
VSTM,2.63,30.98,25.79,19.8,Health Care,270177937.4,1.490595514
SSB,51.37,54.03,78.77,61.39,Financials,5863902793,1.016210927
UNAM,60.54,0.46,5.42,22.14,Financials,15171908.18,-0.013398112
TACO,25.38,19.58,10.64,18.53,Consumer,11613679733,0.680223538
TVTY,86.93,66.44,22.59,58.65,Health Care,1600834674,0.623449777
SRAX,3.39,8.59,50.96,20.98,Information Technology,102242715.1,1.036902485
WFRD,98.78,98.15,35.71,77.55,Utilities,2254610719,1.133901574
TRIP,38.35,89.01,25.48,50.95,Communication Services,3529578836,1.466602728
UBFO,18.84,30.98,93.47,47.76,Financials,135934567.9,0.315055881
VEON,91.19,88.8,13.37,64.45,Communication Services,1127997062,1.482103852
VRAY,48.99,54.03,51.72,51.58,Health Care,498057442.2,1.643866413
TTMI,92.96,97.57,58.31,82.94,Information Technology,1421801364,0.759785537
TSCO,74.82,83.84,94.07,84.25,Consumer,23138026060,0.813968067
TFSL,51.06,63.8,74.67,63.18,Financials,4142547132,0.555660697
WBA,94.78,97.47,48.89,80.38,Consumer,36727647689,0.671893803
SYBX,2.38,30.98,32.27,21.88,Health Care,117346868.6,0.740671538
VBFC,22.59,2.08,76.27,33.65,Financials,80288614.35,-0.115561834
VKTX,11.04,30.98,20.87,20.96,Health Care,195755491.4,1.295220049
TMUS,97.72,96.66,20.42,71.6,Communication Services,1.58452E+11,0.620267307
TCX,32.62,19.58,57.85,36.69,Information Technology,616980450.2,0.7885017
UPWK,97.57,93.03,13.73,68.11,Industrials,2952158234,2.117070894
UG,7.5,70.74,9.63,29.29,Consumer,88027152.04,0.54435991
VRRM,65.81,69.35,20.52,51.89,Information Technology,2212149752,1.010684805
VYNE,56.53,75.58,43.62,58.58,Health Care,23308723.59,1.498115263
TW,53.65,54.03,12.56,40.08,Financials,16446028384,0.824260815
UTHR,82.62,54.03,99.49,78.71,Health Care,8145758248,0.49185356
TXN,98.53,95.57,96.76,96.95,Information Technology,1.60451E+11,1.162609393
TILE,45.44,90.55,50.61,62.2,Industrials,758244620.7,1.42141887
UNB,20.92,30.98,76.95,42.95,Financials,133431485.6,0.08928703
TRST,46.61,21.99,98.78,55.79,Financials,603514931.3,0.45292807
VTNR,48.68,44.91,9.98,34.52,Utilities,650192598.7,1.270471245
WLFC,64.84,19.58,38.91,41.11,Industrials,207509022.9,0.56288931
SVC,77,63.8,71.43,70.74,Financials,1309175857,1.622938967
TRMB,91.74,87.72,44.17,74.54,Information Technology,16829886525,1.485313562
VRCA,48.78,30.98,3.19,27.65,Health Care,181625749.8,1.14610887
WINA,46.1,12.01,57.6,38.57,Consumer,710399621.7,0.922518664
TTNP,2.23,41.13,67.53,36.96,Health Care,8405923.742,0.687105145
VICR,77.96,54.03,1.62,44.54,Industrials,2755813074,1.619133603
VERI,62.51,42.43,24.16,43.03,Information Technology,398126544.5,2.433563042
SRCE,36.93,38.93,85.46,53.77,Financials,1059789553,0.704452147
TACT,46.15,54.03,66.06,55.41,Information Technology,67288954.32,0.514427053
SND,78.12,44.28,52.33,58.24,Utilities,180233738.4,0.592164981
WSBC,39.31,54.03,68.49,53.94,Financials,2002712261,0.858489508
TSEM,95.19,87.72,44.53,75.81,Information Technology,5287024038,1.34793743
UBOH,21.48,38.93,71.23,43.88,Financials,110182396.8,0.041024528
URBN,78.82,93.03,72.75,81.53,Consumer,2349458229,1.313582871
UHAL,68.29,72.04,58.21,66.18,Industrials,10589185909,0.996430705
VLGEA,36.47,17.73,4.2,19.47,Consumer,337012376.7,0.393681429
VBIV,1.37,54.03,3.44,19.61,Health Care,346065042,1.755742196
TGA,71.78,80.83,3.34,51.98,Utilities,309647306.8,0.722729925
WABC,33.64,16.13,83.89,44.55,Financials,1589322960,0.516294759
UTMD,17.73,30.98,30.8,26.5,Health Care,306178261,0.499048957
TXRH,41.74,75.58,72.14,63.15,Consumer,5853062039,1.310963122
TEAM,91.89,87.72,36.52,72.04,Information Technology,59812626556,1.791980279
TNDM,44.53,75.58,49.24,56.45,Health Care,6250687198,1.287605783
WDAY,99.39,93.03,55.27,82.57,Information Technology,52310910000,1.344133872
TRMD,83.08,80.83,7.24,57.05,Utilities,838334312.4,0.699268278
TWIN,28.57,44.55,77.41,50.18,Industrials,195642317.4,0.696891426
WMG,68.74,10.56,43.47,40.92,Communication Services,15640042181,1.001443164
VRSK,84.8,93.03,89.16,89,Industrials,32099295184,0.772145082
TRUE,30.09,54.03,52.03,45.38,Communication Services,346271881.5,1.073756938
VIEW,17.58,13.88,11.9,14.45,Industrials,371914273.4,2.005746869
UNIT,77.41,83.84,30.6,63.95,Financials,2939473500,0.924877066
TTOO,15.75,66.44,29.48,37.23,Health Care,67337263.75,0.877074978
VTRS,92.86,94.43,23.56,70.28,Health Care,12349773819,0.809909013
VLY,74.21,63.8,96.96,78.33,Financials,6105461350,1.021224607
URGN,18.59,54.03,53.04,41.89,Health Care,150969259.6,0.88266306
VBNK,24.32,2.08,76.27,34.22,Financials,271941122.6,0.524245999
XENT,24.87,66.44,20.21,37.17,Health Care,933886638.2,0.228790628
VERU,20.36,30.98,33.89,28.41,Consumer,822117084.2,1.147959996
WING,72.8,54.03,88.96,71.93,Consumer,2708004057,1.140742271
WSBF,35.01,21.99,84.04,47.01,Financials,393354630,0.37225606
VRDN,1.93,75.58,35.82,37.77,Health Care,351028932.2,0.771079333
WTW,87.34,83.84,75.23,82.13,Financials,23577532784,0.801762439
UIHC,76.85,30.98,80.85,62.89,Financials,96595411.44,0.78111271
TSLA,93.82,99.62,84.85,92.76,Consumer,9.35455E+11,1.798953621
WMPN,20.01,2.08,76.27,32.78,Financials,185105700.5,0.271187758
ZEAL,19.05,77.91,38.1,45.02,Health Care,472557757.9,1.002847766
WAFD,47.72,2.08,54.56,34.79,Financials,1993167443,0.826915832
XPER,67.63,54.03,52.79,58.15,Information Technology,1664632157,1.086452419
UBSI,41.39,54.03,79.53,58.32,Financials,4607277345,0.905646706
TRUP,67.68,38.93,81.91,62.84,Financials,2784873148,2.392895064
TWNK,80.19,73.53,75.68,76.47,Consumer,3059388735,0.50391043
ZNTL,11.04,5.17,35.03,17.08,Health Care,1236442607,1.918899943
UTSI,77.51,54.03,4.96,45.5,Information Technology,27570607.85,0.353436365
UNTY,26.24,19.58,97.72,47.85,Financials,302408260,0.427143078
TTSH,50.25,54.03,44.48,49.59,Consumer,313154415.6,0.781516416
VRSN,44.22,54.03,29.28,42.51,Information Technology,19170339300,0.911353221
TOWN,52.33,54.03,96.15,67.5,Financials,2008876105,0.825223556
TYME,11.04,54.03,20.77,28.61,Health Care,54589585.4,1.205759046
YMTX,5.98,30.98,52.99,29.98,Health Care,12799153.2,1.887624509
TGTX,5.27,54.03,32.32,30.54,Health Care,1090604929,2.603500681
WDC,98.99,95.57,94.53,96.36,Information Technology,16872521683,1.385119821
VTSI,14.59,13.88,52.74,27.07,Industrials,59439215,0.853530417
VIR,39.87,30.98,80.65,50.5,Health Care,2760646131,0.598042456
USAK,60.03,54.03,40.22,51.43,Industrials,154394840.4,1.556758757
VNDA,72.85,54.03,60.69,62.52,Health Care,577319746.6,0.731885424
VFF,51.72,54.03,7.55,37.77,Consumer,387901249,2.051373646
WSC,67.43,78.27,75.99,73.89,Industrials,7752651708,1.257634366
ULBI,80.65,54.03,9.42,48.03,Industrials,79183972.62,0.539086062
VREX,48.23,5.17,58.61,37.34,Health Care,768240000,0.688329326
XERS,72.14,41.13,32.22,48.5,Health Care,333399359.7,0.66991931
WINT,11.04,54.03,21.43,28.83,Health Care,20725631.47,0.890299675
WASH,53.95,63.8,98.58,72.11,Financials,818417040,0.665647942
WVE,78.22,54.03,48.48,60.24,Health Care,113170760.7,1.545364813
WNEB,25.94,21.99,96.25,48.06,Financials,191489231.4,0.430962594
VBTX,37.08,54.03,91.74,60.95,Financials,1804612734,1.132376158
UONE,66.69,16.13,12.44,31.75,Communication Services,350396584.2,1.374631956
ZS,86.88,42.43,10.69,46.66,Information Technology,29378199515,1.734092502
VRTS,41.13,30.98,58.51,43.54,Financials,1344648109,1.678989415
XRAY,96.35,94.43,91.29,94.02,Health Care,8542654195,0.576118917
